"dataset","preprocess","labels","method","ar","r","fm","afm","mi","nmi","ami"
"sipu/a1","none","labels0","Genie_g0.1:M25",0.9310904869354618,0.9934871623874625,0.9345177211611958,0.9310909104599653,2.848669707584031,0.9510553979711005,0.9500224604605124
"sipu/a1","none","labels0","Genie_g0.3:M25",0.8522677812439542,0.9847146826720018,0.8639220558085888,0.8560829561995709,2.741694964241263,0.9359813577019468,0.9346818918008496
"sipu/a1","none","labels0","Genie_g0.5:M25",0.6665313410066914,0.9563801267089029,0.718549448827957,0.6983715512017553,2.4613805980355266,0.8890598490900027,0.8870083225477692
"sipu/a1","none","labels0","Genie_g0.7:M25",0.47665446848432924,0.9084948316105368,0.5845829012083367,0.5469360255713182,2.0948906794812214,0.8135490614193555,0.8104776786316746
"sipu/a1","none","labels0","Genie_g1.0:M25",0.47665446848432924,0.9084948316105368,0.5845829012083367,0.5469360255713182,2.0948906794812214,0.8135490614193555,0.8104776786316746
"sipu/a1","none","labels0","GIc_A5_TC3:M25",0.9304117847140728,0.9934229187506947,0.9338728378573655,0.9304122222792016,2.844200538461107,0.9495663252910224,0.948501955755869
"sipu/a1","none","labels0","GIc_A5_TC11:M25",0.9304117847140728,0.9934229187506947,0.9338728378573655,0.9304122222792016,2.844200538461107,0.9495663252910224,0.948501955755869
"sipu/a1","none","labels0","GIc_A1_TC3:M25",0.8918384474128511,0.9893055462932089,0.898473069760742,0.8928936167701276,2.7950098979059144,0.94359338399566,0.9424350790281721
"sipu/a1","none","labels0","GIc_A1_TC11:M25",0.9324508136494246,0.9936156496609981,0.9358104568770114,0.9324512501044419,2.850179194407402,0.9515618308483145,0.9505395763627068
"sipu/a1","none","labels0","GIc_A0_TC3:M25",0.8537569235033485,0.9848731799488718,0.8653120765365767,0.857555359009212,2.7409772749146484,0.9360906627817808,0.9348149931374327
"sipu/a1","none","labels0","GIc_A0_TC11:M25",0.9324508136494246,0.9936156496609981,0.9358104568770114,0.9324512501044419,2.850179194407402,0.9515618308483145,0.9505395763627068
"sipu/a1","none","labels0","GIc_A0_TC0:M25",0.6437157006298591,0.9646648882960986,0.6631505978519593,0.6445790564835921,2.4570395700374723,0.827092406264268,0.8233946190097222
"sipu/a1","none","labels0","Genie_g0.1:M15",0.9378047449290128,0.9941184839390909,0.9409005648418622,0.9378058767482716,2.8663619259517557,0.9570539094141193,0.9561474278449528
"sipu/a1","none","labels0","Genie_g0.3:M15",0.9378047449290128,0.9941184839390909,0.9409005648418622,0.9378058767482716,2.8663619259517557,0.9570539094141193,0.9561474278449528
"sipu/a1","none","labels0","Genie_g0.5:M15",0.6748087295179583,0.957517616983439,0.726408231130606,0.7068155737041444,2.4790750462150464,0.8958415711223682,0.8939745848059181
"sipu/a1","none","labels0","Genie_g0.7:M15",0.4944349014955568,0.9136160942536401,0.5983966108623348,0.5626369453793608,2.1166693676462978,0.8210880889483454,0.8182539221276067
"sipu/a1","none","labels0","Genie_g1.0:M15",0.4944349014955568,0.9136160942536401,0.5983966108623348,0.5626369453793608,2.1166693676462978,0.8210880889483454,0.8182539221276067
"sipu/a1","none","labels0","GIc_A5_TC3:M15",0.9220194174844688,0.9926037568078249,0.9259217296018912,0.9220298869377932,2.845326991424265,0.9505372855132688,0.9494923280605064
"sipu/a1","none","labels0","GIc_A5_TC11:M15",0.9220194174844688,0.9926037568078249,0.9259217296018912,0.9220298869377932,2.845326991424265,0.9505372855132688,0.9494923280605064
"sipu/a1","none","labels0","GIc_A1_TC3:M15",0.9365067427953485,0.993996220962543,0.9396667632642971,0.936507750069861,2.8618115814065477,0.9555222369742098,0.9545834434932938
"sipu/a1","none","labels0","GIc_A1_TC11:M15",0.9365067427953485,0.993996220962543,0.9396667632642971,0.936507750069861,2.8618115814065477,0.9555222369742098,0.9545834434932938
"sipu/a1","none","labels0","GIc_A0_TC3:M15",0.9365067427953485,0.993996220962543,0.9396667632642971,0.936507750069861,2.8618115814065477,0.9555222369742098,0.9545834434932938
"sipu/a1","none","labels0","GIc_A0_TC11:M15",0.9365067427953485,0.993996220962543,0.9396667632642971,0.936507750069861,2.8618115814065477,0.9555222369742098,0.9545834434932938
"sipu/a1","none","labels0","GIc_A0_TC0:M15",0.5754119887861331,0.9575456263198844,0.5987660177997868,0.5764537852470076,2.378692723764469,0.8021201385671385,0.7978738842174804
"sipu/a1","none","labels0","Genie_g0.1:M9",0.9436762725058734,0.9946735578526176,0.9464800826774439,0.94367746228532,2.88031750672152,0.9617226944047428,0.9609147407942382
"sipu/a1","none","labels0","Genie_g0.3:M9",0.9436762725058734,0.9946735578526176,0.9464800826774439,0.94367746228532,2.88031750672152,0.9617226944047428,0.9609147407942382
"sipu/a1","none","labels0","Genie_g0.5:M9",0.7638614942792833,0.9725272868734023,0.793399266952091,0.7800622822212154,2.646702603816067,0.9260646411585259,0.924547129362814
"sipu/a1","none","labels0","Genie_g0.7:M9",0.5699173713408837,0.9344190285650773,0.6523084603493311,0.6239928187077204,2.2671857349739275,0.8562137470709353,0.8538411247908386
"sipu/a1","none","labels0","Genie_g1.0:M9",0.5699173713408837,0.9344190285650773,0.6523084603493311,0.6239928187077204,2.2671857349739275,0.8562137470709353,0.8538411247908386
"sipu/a1","none","labels0","GIc_A5_TC3:M9",0.9402670831853004,0.9943512281871735,0.9432404720276407,0.9402682482578971,2.8703544436031336,0.9583944119773616,0.9575162071311175
"sipu/a1","none","labels0","GIc_A5_TC11:M9",0.9364068872665313,0.9939857730354562,0.9395726838519637,0.9364081579877257,2.863869644204542,0.9562406153734871,0.9553169307455975
